-0.042830506	-3.141592654	1.90725311
0.128491519	-3.063592654	2.350800345
0.299813543	-2.985592654	2.66128341
0.428305062	-2.907592654	2.971766474
0.599627087	-2.829592654	3.282249539
0.685288099	-2.751592654	3.68144205
0.856610124	-2.673592654	3.947570391
0.856610124	-2.595592654	4.213698732
0.942271136	-2.517592654	4.612891244
0.985101642	-2.439592654	4.923374308
1.113593161	-2.361592654	5.100793202
1.156423667	-2.283592654	5.278212096
1.284915186	-2.205592654	5.45563099
1.413406704	-2.127592654	5.499985714
1.584728729	-2.049592654	5.499985714
1.713220248	-1.971592654	5.499985714
1.884542273	-1.893592654	5.499985714
2.013033791	-1.815592654	5.588695161
2.270016828	-1.737592654	5.677404608
2.526999866	-1.659592654	5.854823502
2.653793899	-1.581592654	6.032178083
2.782326819	-1.503592654	6.165285128
2.868015433	-1.425592654	6.254023159
2.868015433	-1.347592654	6.387130205
3.039392661	-1.269592654	6.564606266
3.082236968	-1.191592654	6.830820358
3.210769888	-1.113592654	7.185772481
3.339302809	-1.035592654	7.496355588
3.339302809	-0.957592654	7.629462634
3.424991423	-0.879592654	7.673831649
3.46783573	-0.801592654	7.895676726
3.46783573	-0.723592654	7.984414757
3.639212957	-0.645592654	8.42810491
3.767745878	-0.567592654	8.871795063
3.853434492	-0.489592654	9.09364014
3.939123105	-0.411592654	9.537330293
3.981967412	-0.333592654	9.892282415
4.024811719	-0.255592654	10.20286552
4.15334464	-0.177592654	10.51344863
4.453254788	-0.099592654	11.04587681
4.496099095	-0.021592654	11.40082894
4.624632016	0.056407346	11.62267401
4.83885355	0.134407346	11.71141204
5.053075085	0.212407346	11.71141204
5.39582954	0.290407346	11.578305
5.652895381	0.368407346	11.40082894
5.909961222	0.446407346	11.31209091
6.209871371	0.524407346	11.26772189
6.424092905	0.602407346	11.31209091
6.809691667	0.680407346	11.40082894
7.152446122	0.758407346	11.578305
7.195290429	0.836407346	11.71141204
7.495200577	0.914407346	11.66704303
7.623733498	0.992407346	11.53393598
7.966487953	1.070407346	11.31209091
8.137865181	1.148407346	10.86840075
8.352086715	1.226407346	10.33597257
8.69484117	1.304407346	9.492961277
8.866218398	1.382407346	8.694319002
9.166128546	1.460407346	7.940045741
9.337505774	1.538407346	7.496355588
9.423194387	1.616407346	7.00829642
9.594571615	1.694407346	6.43149922
9.637415922	1.772407346	5.810333006
9.765948842	1.850407346	5.632856945
9.894481763	1.928407346	5.411011868
10.02301468	2.006407346	5.100428761
10.23723622	2.084407346	4.701107623
10.36576914	2.162407346	4.3461555
10.45145775	2.240407346	3.991203378
10.70852359	2.318407346	3.636251255
10.83705651	2.396407346	3.325668148
11.09412236	2.474407346	3.059454056
11.3511882	2.552407346	2.748870949
11.3940325	2.630407346	2.571394888
11.60825404	2.708407346	2.571394888
11.73678696	2.786407346	2.615763903
11.95100849	2.864407346	2.660132918
12.07954141	2.942407346	2.881977995
12.12238572	3.020407346	3.015085041
12.20807434	3.098407346	3.148192087
