-0.021592654	5.20082894
0.056407346	5.62267401
0.212407346	5.71141204
0.290407346	2
0.446407346	-0.588988132
0.524407346	-1.298892377
0.580407346	-1.6538445
0.708407346	-2.363748745
0.796407346	-2.674331852
0.962407346	-3.251129051
1.070407346	-3.428605112
1.148407346	-3.384236097
1.294407346	-3.198022005
1.382407346	-2.984914959
1.478407346	-2
1.596407346	1.00829642
1.67	1.9
1.772407346	2.5
1.880407346	2
2	-0.588988132
2.084407346	-1.298892377
2.162407346	-1.6538445
2.318407346	-2.363748745
2.396407346	-2.674331852
2.552407346	-3.251129051
2.708407346	-3.428605112
2.786407346	-3.384236097
2.942407346	-3.118022005
3.020407346	-2.984914959
3.098407346	-2.851807913
